PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
40075333,WBP1 regulates mitochondrial function and ferroptosis to modulate chemoresistance in colorectal cancer.,2025-03-12,Ziyang Dong,"Department of Pharmacy, Weifang People's Hospital, Weifang, Shandong, China. 17663600699@163.com.",
40075332,Respiratory muscle training reduces painful swallowing and opioid use during radiation therapy for head and neck cancer: a matched pair analysis.,2025-03-12,Andrew D Ray; Chi-Chen Hong; Nicolas F Schlecht; Han Yu; Kristopher Attwood; Kent L Nastiuk; Hillary Jacobson; Austin J Iovoli; Mark K Farrugia; Anurag K Singh,roswell park co; cancer prevention and co,
40075327,The current status of cancer rehabilitation provided by palliative care units in Japan: a nationwide survey.,2025-03-13,Kazunori Takashima,hiroshima co,
40075326,PD-1/L1 immune checkpoint inhibitors for KRAS-mutant non-small cell lung cancer: a multicenter retrospective real-world study.,2025-03-12,Qingzhong Liu; Hao Tang,"Department of Clinical Laboratory, Shanghai Municipal Hospital of Traditional Chinese Medicine, Shanghai University of Traditional Chinese Medicine, Shanghai, 200071, China. jiaodamedicine@foxmail.com.; Department of Respiratory and Critical Care Medicine, Changzheng Hospital, Navy Medical University, Shanghai, 200003, China. tanghao_0921@126.com.",
40075324,The benefit and risk of addition of PD-1/PD-L1 inhibitors to chemotherapy for advanced cervical cancer: a phase 3 randomized controlled trials based meta-analysis.,2025-03-12,Wenxiong Zhang; Jing Huang,"Department of Gynecological Oncology, Ganzhou Cancer Hospital, No.19 Huayuanqian Road, Shuidong Town, Zhanggong District, Ganzhou City, Jiangxi Province, 341000, China. 13970111632@163.com.; jiangxi medical co",
40075322,Identifying distinct prognostic and predictive contributions of tumor epithelium versus tumor microenvironment in colorectal cancer.,2025-03-12,Michael V Nebozhyn; Andrey Loboda,merck research,
40075319,Factors predicting local or systemic side effects related to intravesical BCG (Bacillus Calmette-Guérin) therapy: a retrospective observational study.,2025-03-12,Tugay Aksakalli,"Department of Urology, University of Health Sciences, Erzurum Regional Training and Research Hospital, Erzurum, Turkey. tugay_daydreamer@hotmail.com.",
40075310,"Efficacy and safety of triplet regimen capecitabine, oxaliplatin, and irinotecan (XELOXIRI) as first-line chemotherapy for advanced pancreatic cancer.",2025-03-12,Bi-Yang Cao; Qi Cao; Xiao-Ting Ma; Kai Ou; Wen-Wei Yang; Le-Tian Zhang; Jing-Yu Lu; Zhi-Chao Jiang; Wen Zhang; Lin Yang,chinese academy of medical sciences and peking union medical co,
40075288,A retrospective cohort study on radio/chemotherapy and survival following esophageal fistula in esophageal cancer patients with prior radiotherapy.,2025-03-12,Wencai Xu; Yue Jiang,"Department of Radiation Oncology, Affiliated Cancer Hospital of Zhengzhou University, Henan Provincial Cancer Hospital, Zhengzhou, 450008, China. xu0706002@163.com.; Department of Radiation Oncology, Affiliated Cancer Hospital of Zhengzhou University, Henan Provincial Cancer Hospital, Zhengzhou, 450008, China. jiangyuezz@163.com.",
40075208,Suppression of FOXO1 activity by SIRT1-mediated deacetylation weakening the intratumoral androgen autocrine function in glioblastoma.,2025-03-12,Ting Zhou,"Department of Pharmacy, Shanghai University of Medicine & Health Science Affiliated Sixth People's Hospital South Campus, Shanghai, 201499, China. wowinner2011@163.com.",
40075113,In silico development of HASDI-G2 as a novel agent for selective recognition of the DNA sequence.,2025-03-12,Andrii Zaremba,"Zabolotny Institute of Microbiology and Virology of NASU, 154 Acad. Zabolotny Str., Kyiv, 03143, Ukraine. vstyp17@gmail.com.",
40075071,Both direct and indirect suppression of MCL1 synergizes with BCLXL inhibition in preclinical models of gastric cancer.,2025-03-12,Li-Ping Zhang; Yu-Min Wei; Shu-Yue Ren; Xiang-Wen Zhan; Chao Wang; Ze-Feng Li; Rui-Min Zhu; Shuo Yan; Yu Cheng; Jia-Li Xu; Xing-Jiu Yang; Guan-Nan Zhang; Ran Gao; Dong-Bing Zhao; Jia-Nan Gong,division of co; chinese academy of medical sciences and peking union medical co; nhc key laboratory of human disease co,
40075030,New recommendations for reversal of high-dose methotrexate cytotoxicity with folinic acid.,2025-03-13,Brooke Bernhardt,baylor co,
40075005,"A project to define standards for radiology staffing, education and training across the European Union.",2025-03-12,Adrian P Brady; Jonathan McNulty; Núria Jornet; Pedro C Lara; Michelle Leech; Graciano Paulo; Roberto M Sánchez,university co; trinity co; polytechnic university of co; university college co; canarian co; senior co; universidad co,
40074949,Impact of surgical site infection on short- and long-term outcomes of robot-assisted rectal cancer surgery: a two-center retrospective study.,2025-03-12,Hao Zeng; Xiaojie Wang; Ying Huang; Dongbo Xu; Pan Chi,"Department of Gastroenterology and Anorectal Surgery, Longyan First Affiliated Hospital of Fujian Medical University, No.105 Jiuyi North Road, LongyanFujian Province, 364000, China. xdb2292388@sina.com.; department of co",
40074941,Identification of early genes in the pathophysiology of fibrotic interstitial lung disease in a new model of pulmonary fibrosis.,2025-03-13,Cécile Chenivesse,rence co,
40074915,Fisetin as a chemoprotective and chemotherapeutic agent: mechanistic insights and future directions in cancer therapy.,2025-03-12,Javad Sharifi-Rad; Daniela Calina,"Department of Clinical Pharmacy, University of Medicine and Pharmacy of Craiova, 200349, Craiova, Romania. calinadaniela@gmail.com.; Centro de Estudios Tecnológicos y Universitarios del Golfo, Veracruz, Mexico. javad.sharifirad@gmail.com.",
40074906,MYC ecDNA promotes intratumour heterogeneity and plasticity in PDAC.,2025-03-12,Antonio Agostini; Vincenzo Corbo,"Department of Engineering for Innovation Medicine, University of Verona, Verona, Italy. vincenzo.corbo@univr.it.; bioinformatics research co",
40074851,Intensive post-remission therapy does not decrease relapse after allotransplants for acute myeloid leukaemia in 1st remission and should not be given.,2025-03-12,R P Gale,imperial co,
40074801,Spatial transcriptomics of the epipharynx in long COVID identifies SARS-CoV-2 signalling pathways and the therapeutic potential of epipharyngeal abrasive therapy.,2025-03-12,Kensuke Nishi; Shohei Yoshimoto; Shoichi Kimura; Akira Watanabe; Kaori Teranaka; Yo Oguma; Hanako Ogawa; Takafumi Yamano,fukuoka dental co; cyberomix inc.,
40074786,Allogeneic hematopoietic cell transplantation after infection with SARS-CoV-2 during the COVID-19 pandemic: a multicenter retrospective analysis.,2025-03-12,Udo Holtick,faculty of medicine and university hospital co,
40074749,Efficacy of graphene quantum dot-hyaluronic acid nanocomposites containing quinoline for target therapy against cancer cells.,2025-03-12,Mozhgan Soltani; Masoud Homayouni Tabrizi,"Department of Biology, Mashhad Branch, Islamic Azad University, Mashhad, Iran. mhomayouni6@gmail.com.; Department of Biology, Mashhad Branch, Islamic Azad University, Mashhad, Iran. soltani_m4@yahoo.com.",
40074697,Adrenomedullin Inhibits the Efficacy of Combined Immunotherapy and Targeted Therapy in Biliary Tract Cancer by Disrupting Endothelial Cell Functions.,2025-03-01,Chan Zhu; Yunjie Song; Xing Zhang,jiangsu simcere diagnostics co.,
40074647,"Response to ""The Impact of Baseline Comorbidities and Performance Status on HER2-Targeted Therapy Outcomes"".",2025-02-20,Yoonwon Kook; Sung Gwe Ahn,yonsei university co,
40074592,[Merkel cell carcinoma: An update].,2025-03-11,Louise Toumelin,"Dermatologie, CHU de Tours, Tours, France. Electronic address: louise.toumelin@gmail.com.",
40074513,Cytokine therapy of acute radiation syndrome.,2024-12-01,Robert Peter Gale,imperial co,
40074444,NanoFlora: Unveiling the therapeutic potential of Ipomoea aquatica nanoparticles.,2025-03-01,Manickavasagam Sasikala; Sellappan Mohan; Arjunan Karuppaiah; Vedi Karthick; Palanigoundar Atheyannan Ragul; Arumugam Nagarajan,karpagam co,
40074330,"Fc-mediated immune stimulating, pro-inflammatory and antitumor effects of anti-HER2 IgE against HER2-expressing and trastuzumab-resistant tumors.",2025-03-12,Melanie Grandits; Lais C G F Palhares; Heng Sheng Sow; James Birtley; Elizabeth Hardaker; Kevin FitzGerald; Heather J Bax,epsilogen ltd,
40074199,Effect of Perioperative Immunonutrition on Outcomes in Gastric Cancer Surgery Patients: A Systematic Review and Evidence Map.,2025-03-10,Binru Han,"Xuanwu Hospital, Capital Medical University, Beijing, China; School of Nursing, Capital Medical University, Beijing, China. Electronic address: hanbinru8723@163.com.",
40073958,The Multifaceted Role of CS1 (SLAMF7) in Immunoregulation: Implications for Cancer Therapy and Autoimmune Disorders.,2025-03-10,Farag M A Altalbawy; Kamred Udham Singh; Fadhil Faez Sead; Mohammad Y Alshahrani,"medical laboratory technique co; university co; school of co; Central Labs, King Khalid University, AlQura'a, Abha, Saudi Arabia; Department of Clinical Laboratory Sciences, College of Applied Medical Sciences, King Khalid University, Abha, Saudi Arabia. Electronic address: m.y.alshaahrani@gmail.com.",
40073943,A Mannosylated peptidyl lipid CManDA doped into cytidinyl/cationic lipids efficiently delivers siG12Ss to lung cancer in vivo.,2025-03-10,Yuejie Zhu; Zhenjun Yang,biotechnology co.,
40073942,Preclinical evaluation of several polymeric micelles identifies Soluplus®-docetaxel as the most effective candidate in multiple glioblastoma models.,2025-03-10,Monserrat Llaguno-Munive,"Laboratorio de Física Médica, Subdirección de Investigación Básica, Instituto Nacional de Cancerología, Av. San Fernando 22, 14080 Ciudad de México, CDMX, Mexico.",
40073906,Older Adults with Diabetes in Korea: Latest Clinical and Epidemiologic Trends.,2025-03-01,Sung Hee Choi,seoul national university co,
40073885,[National Cancer Control in a Super-Aged Society-Based on the Fourth Basic Plan to Promote Cancer Control].,2025-02-01,Rika Kizawa,cancer and disease co,
40073837,"Pediatric Central Nervous System Cancers, Version 2.2025, NCCN Clinical Practice Guidelines In Oncology.",2025-03-01,Anita Mahajan; Daniel C Bowers; Liz Canan; Scott Coven; Wendy Darlington; Kathleen Dorris; Elizabeth George; Laura Metrock; Joshua Palmer; Ashley Plant; Renee Reynolds; Duncan Stearns; Anthony Wang; Nicole McMillian; Swathi Ramakrishnan,ucsf helen diller family co; roswell park co; the uchicago medicine co; lurie co; university of co; mayo clinic co; national co; ut southwestern simmons co; neal co; the ohio state university co; ucla jonsson co; case co; indiana university melvin and bren simon co,
40073835,"NCCN Guidelines® Insights: Myelodysplastic Syndromes, Version 2.2025.",2025-03-01,Yasmin Abaza; Aref Al-Kali; John M Bennett; Uma Borate; Wanxing Chai-Ho; Karin Gaensler; Elizabeth A Griffiths; Brian A Jonas; Yazan Madanat; Christine McMahon; Olatoyosi Odenike; Vishnu V Reddy; Hamid Sayar; Abhay Singh; Emily Kovach; Jamie Nguyen; Cindy Hochstetler,ucsf helen diller family co; roswell park co; the uchicago medicine co; lurie co; university of co; mayo clinic co; of roche; ucla jonsson co; ut southwestern simmons co; the ohio state university co; neal co; national co; case co; indiana university melvin and bren simon co; uc davis co,
40073834,Immune Dysfunction and Consequences in Chronic Lymphocytic Leukemia.,2025-03-01,Mayur Narkhede,neal co,
40073832,Rurality Status and Cardiovascular Events/Survival in Older Men With Prostate Cancer.,2025-03-12,Stephanie Jiang; Vraj Patel; Nickolas Stabellini; Biplab Datta; Priyanshu Nain; Lakshya Seth; Harikrishnan H Kunhiraman; Darryl Nettles; Sarah Malik; Neal L Weintraub; Avirup Guha,medical co,
40073831,Prognosis After Pathologic Complete Response to Neoadjuvant Therapy in Early-Stage Breast Cancer: A Population-Based Study.,2025-03-12,Caroline Boman; Christian Tranchell; Jonas Bergh; Theodoros Foukakis; Alexios Matikas,karolinska co,
40073717,Plant polyphenols in gastric cancer: Nature's healing touch.,2025-03-11,Chengu Niu,roche,
40073668,"""Empty action: two heads are better than one"": Spiritual care provision for patients living with advanced cancer in Sub-Saharan Africa: A meta-synthesis.",2025-03-06,Lawrence Doi; Rowena Stewart,scottish co; library and university co,
40073369,Large-scale dependency and drug screens characterize the therapeutic vulnerabilities of Multiple Myeloma with 1q.,2025-03-12,Ryan A Knudson; Carolyn Brandt; Patricia T Greipp,roche,
40073368,Worldwide Innovative Network (WIN) Consortium in Personalized Cancer Medicine: Bringing next-generation precision oncology to patients.,2025-03-12,Wafik S El-Deiry; Catherine Bresson; Fanny Wunder; Andrés Cervantes; Mohammed Ussama Al Homsi; Abdul Rouf; Said Dermime; Jassim Al Suwaidi; Luis F Oñate-Ocaña; Bishoy M Faltas; Olivier Elemento; Amanda R Ferraro; Yves Lussier; Jacques Raynaud; Shai Magidi; Razelle Kurzrock,"Cancer is an A*, LLC, Manalapan Township, NJ 07726, USA.; medical co; INCLIVA Instituto de Investigación Sanitaria, Valencia, Spain.; weill cornell medical co; Instituto Nacional de Cancerología (INCan), Mexico City, Mexico.; association - win co; national center for cancer care and research hamad medical corp",
40073280,"Literature review of occurrence, effectiveness, safety, and hospitalization burden of blood transfusion in the management of warm autoimmune hemolytic anemia.",2025-12-01,Ann Leon; Concetta Crivera; Elissa Cusson; Petya Kodjamanova; Robert Bagnall,amaris co; a johnson & johnson company,
40073258,Immune suppression sustained allograft acceptance requires PD1 inhibition of CD8+ T cells.,2025-01-01,Hilary Miller-Handley; Gavin Harper; Giang Pham; Lucien H Turner; Tzu-Yu Shao; Abigail E Russi; John J Erickson; Koichi Araki; Sing Sing Way,university of cincinnati co,
40073154,Heterogeneous cellular responses to hyperthermia support combined intraperitoneal hyperthermic immunotherapy for ovarian cancer mouse models.,2025-03-12,Xingyuan Hu; Xiaoyan Kang; Faming Zhao; Yaoyuan Cui; Yu Fu; Xiaohang Yang; Jingjing Yin; Wenting Li; Junpeng Fan; Bin Yang; Zixuan Fang; Tianyu Qin; Xucui Zhuang; Yiting Liu; Chenzhao Feng; Yunyi Yang; Funian Lu; Li Zhang; Weihao Chen; Xia Sheng; Gang Chen; Chaoyang Sun,tongji medical co,
40073141,Lipoylation inhibition enhances radiation control of lung cancer by suppressing homologous recombination DNA damage repair.,2025-03-14,Jui-Chung Chiang; Zengfu Shang; Wei-Min Chen; John D Minna; Anthony J Davis; Robert D Timmerman; Yuanyuan Zhang,simmons co,
40073053,SOS1 inhibitor BI-3406 shows in vivo antitumor activity akin to genetic ablation and synergizes with a KRAS,2025-03-18,Heribert Arnhof; Barbara Mair; Kaja Kostyrko; Marco H Hofmann,boehringer ingelheim,
40072841,Individualized Hyaluronidase-Facilitated Subcutaneous Immunoglobulin 10% Administration in Chronic Inflammatory Demyelinating Polyradiculoneuropathy: The Nurse's Role.,2025-03-13,Kim Duff; Arianna Soresini; Nancy Wolf; Şükran Altan; Wendy Bencomo; Alane Fairchild; Ivana Ivankovic; Evelyn Sarpong; Anna Kuczkowska,ionis; takeda development,
40072824,Vedolizumab for prevention of lower-GI acute GVHD in the Japanese subgroup analysis of the phase 3 GRAPHITE study.,2025-03-12,Guillermo Rossiter; Johan Jansson; Ryou Nakaya,takeda pharmaceutical; takeda development,
40072804,Hepatic arterial infusion chemotherapy combined with lenvatinib and immune checkpoint inhibitor versus lenvatinib for advanced hepatocellular carcinoma: a multicenter study with propensity score and coarsened exact matching.,2025-03-12,Feng Duan,"Department of Interventional Radiology, 5th Medical Center of Chinese PLA General Hospital, 28 Fuxing Road, Beijing, 100853, China. duanfeng@vip.sina.com.",
40072796,"Early Recurrence of Colorectal Liver Metastasis (Number ≤ 5 and Largest Diameter ≤ 3 cm) after Resection or Thermal Ablation: a Multi-center Study of Patterns, Safety, Survival and Risk Factors.",2025-03-12,Yaqing Kong; Xiaoyu Huang; Xiaojing Cao; Fan Tang; Xiang Zhou,chinese academy of medical sciences and peking union medical co,
40072794,The Effect of Electroencephalographic Biofeedback Therapy on Anxiety and Overall Well-being in Patients with Rectal Cancer.,2025-03-12,Junxia Wang,"Department of Pediatrics, Fourth Hospital of Hebei Medical University, NO. 12, JianKang Road, Hebei, Shijiazhuang, 050011, PR China. junxiawang1708@163.com.",
40072753,Interferon alpha-2b versus 5-fluorouracil as primary treatment modalities for ocular surface squamous neoplasia: a study of 116 eyes.,2025-03-12,Swathi Kaliki,"The Operation Eyesight Universal Institute for Eye Cancer, LV Prasad Eye Institute, L V Prasad Marg, Road no 2, Banjara Hills, Hyderabad, Telangana, 500034, India. kalikiswathi@yahoo.com.",
40072752,Biomarkers in gastroesophageal cancer 2025: an updated consensus statement by the Spanish Society of Medical Oncology (SEOM) and the Spanish Society of Pathology (SEAP).,2025-03-12,Maria Jesús Fernández Aceñero; Carolina Martínez Ciarpaglini,universidad co; biomedical research institute inc,
40072738,The relationship between time perspective and fear of cancer recurrence among Chinese gastric cancer patients: the chain mediating role of rumination and catastrophizing.,2025-03-12,Chulei Tang,"School of Nursing, Nanjing Medical University, 101 Longmian Avenue, Jiangning District, Nanjing, 211166, China. tangchulei@foxmail.com.",
40072725,Naldemedine Use and Healthcare Resource Utilization in Patients treated with Opioid Analgesics for Chronic Non-Cancer Pain: Results of a Real-world Study in the USA.,2025-03-12,Bin Cai,shionogi inc.,
40072720,The role of PD-L1 in EGFR-mutant non-small cell lung cancer.,2025-03-12,Lucheng Zhu,"Department of Thoracic Oncology, Hangzhou Cancer Hospital, Zhejiang Chinese Medical University, No. 34, Yanguan Lane, Hangzhou, 310002, People's Republic of China. zhulucheng1@outlook.com.",
40072687,The functions and modifications of tRNA-derived small RNAs in cancer biology.,2025-03-12,Kun Zhang; Lichen Ge,"Department of Laboratory Medicine, Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, 510630, China. lichenge@hotmail.com.; the second affiliated hospital of chengdu medical co",
40072648,MAZ-mediated LAMA5 transcription activation promotes gastric cancer progression through the STAT3 signaling.,2025-03-12,Hongxia Zhang; Qinhui Sun,"Department of Gastrointestinal Surgery, Shandong Provincial Hospital Affiliated to Shandong First Medical University, No. 324, Jingwu Road, Huaiyin District, Jinan, Shandong, 250021, P.R. China. sunqh0115@126.com.; department of laser co",
40072600,Tangeretin regulates oxidative stress in cutaneous melanoma cells via the Nrf2 signaling pathway.,2025-03-12,Nan Zheng,"Ninth Nephropathy Department, Heilongjiang Academy of Traditional Chinese Medicine, Harbin, Heilongjiang, 150036, China. hljzypf@163.com.",
40072566,Neoantigen-based mRNA vaccine exhibits superior anti-tumor activity compared to synthetic long peptides in an in vivo lung carcinoma model.,2025-03-12,Chi Thien Huynh; Quang Thanh Ha; Le Son Tran,"Biotechnology Center of Ho Chi Minh City, Ho Chi Minh City, Vietnam.; Medical Genetics Institute, Ho Chi Minh City, Vietnam. leson1808@gmail.com.",
40072452,Evaluation of the European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire Core 15 Palliative Care and the Functional Assessment of Chronic Illness Therapy-Palliative in assessing the quality of life in patients with advanced cancer.,2025-03-12,Andrew Bottomley; Gustavo Nader Marta; Henry C Y Wong,bottomley co; latin american co; hong kong s.a.,
40072437,Exercise and Psychosexual Education to Improve Sexual Function in Men With Prostate Cancer: A Randomized Clinical Trial.,2025-03-03,Daniel A Galvão; Robert U Newton; Dennis R Taaffe; Oliver Schumacher; Robert A Gardiner; Nigel Spry; David Joseph; Colin Tang; Hao Luo; Raphael Chee; Suzanne K Chambers,edith co,
40072095,Exploring Metabolic Shifts in Kidney Cancer and Non-Cancer Cells Under Pro- and Anti-Apoptotic Treatments Using NMR Metabolomics.,2025-03-02,Vito Gallo,spin-off co,
40072059,The Role of RAC2 and PTTG1 in Cancer Biology.,2025-02-23,Julita Kulbacka,roche,
40072049,Strategies to Overcome Antigen Heterogeneity in CAR-T Cell Therapy.,2025-02-20,Hua Jiang,"CARsgen Therapeutics, Shanghai 200231, China.",
40072047,Targeted Inhibition of CHD1L by OTI-611 Reprograms Chemotherapy and Targeted Therapy-Induced Cell Cycle Arrest and Suppresses Proliferation to Produce Synergistic Antitumor Effects in Breast and Colorectal Cancer.,2025-02-20,Hector Esquer; Qiong Zhou; Daniel V LaBarbera,the university of co,
40072044,Continuous R-DA-EDOCH alternated with high-dose Ara-C induces deep remission and overcomes high-risk factors in young patients with newly diagnosed mantle cell lymphoma.,2025-03-12,Yi Wang; Yuting Yan; Dandan Shan; Jiawen Chen; Wei Liu; Tingyu Wang; Gang An; Weiwei Sui; Wenyang Huang; Wenjie Xiong; Huimin Liu; Qi Sun; Huijun Wang; Zhijian Xiao; Jianxiang Wang; Lugui Qiu; Dehui Zou; Shuhua Yi,peking union medical co,
40072039,Advances in gut microbiota-related treatment strategies for managing colorectal cancer in humans.,2025-03-12,Dong Wei,"Clin Lab, BGI Genomics, Beijing 100000, China.",
40071813,Transdermal therapeutic polymer: ,2025-03-12,Dokyoung Kim,khu-kist department of co; center for co,
40071759,Searching for Signals of Success: Deciphering the Link Between Inflammatory Markers and Rectal Cancer Response to Neoadjuvant Therapy.,2025-03-12,Jonathan B Mitchem,department of co,
40071657,Latent class analysis-derived classification for cancer-specific death stratification of hepatocellular carcinoma.,2025-03-12,Zhiyong Shen,fuzong clinical medical co,
40071641,Mechanism Study of Bufalin Reversal of Drug Resistance by Inhibiting Hypoxic Colon Cancer Cell-Induced Polarization of M2 Macrophages.,2025-01-01,Hui Tang,chongqing medical and pharmaceutical co,
40071619,Transcriptome-based insights into the role of cancer-associated fibroblasts in lung adenocarcinoma prognosis and therapy.,2025-03-12,Yinhe Feng; Jianming Zeng; Xiaoli Zhong; Chunfang Zeng,affiliated hospital of chengdu co,
40071498,Impact of Donor Age and Donor Cytomegalovirus Serostatus on Outcomes After Related Donor Allogeneic Hematopoietic Stem Cell Transplantation.,2025-03-12,Hannah Choe; Gabriela S Petitto,the ohio state university co,
40071267,The impact of COPD-bronchiectasis association on clinical outcomes: insights from East Asian cohorts validating the ROSE criteria.,2025-03-01,Shih-Feng Liu; Hao-Chien Wang; Chong-Jen Yu,national taiwan university co; yu co; chang gung university co,
40071093,Emerging roles of intratumoral microbiota: a key to novel cancer therapies.,2025-01-01,Jing Yang; Huiyun Zhang,the first clinical medical co,
40070999,Cervical Lymph Node Metastasis of Unknown Origin and Remote Primary at a Tertiary Cancer Centre in North India: Case Series with Review of Literature.,2025-01-01,Kriti Grover; Siddharth Arora; Mansi Dey; Bibhu Prasad Mishra; Nitesh Mohan; Cheena Garg; Arjun Agarwal,rohilkhand medical co; maharishi markandeshwar co; hi-tech dental co,
40070978,[Hepatocellular carcinoma (HCC)].,2024-12-31,Stanislas Pol,groupe hospitalier co,
40070878,Ischaemic and bleeding risk after ST-elevation myocardial infarction in patients with active cancer: a nationwide study.,2025-03-01,Francesco Costa,rea del co,
40070791,Incidence and management of hepatic immune‑related adverse events in advanced urologic cancers treated with immune checkpoint inhibitors: A multicenter retrospective study.,2025-04-01,Chan Ho Lee; Won Ik Seo; Jae Il Chung,inje university co,
40070790,Primary gingival diffuse large B‑cell lymphoma with muscle invasion: A case report.,2025-04-01,Xiaofei Deng; Qin Yang; Bian Chen; Wei Peng,yingshan co,
40070788,Pembrolizumab as an effective treatment for diffuse malignant peritoneal mesothelioma with long‑term survival: A case report and literature review.,2025-04-01,Zhe Dong,center for co,
40070784,Clinical characteristics and survival analysis of cancer of unknown primary.,2025-04-01,Junfang Bi,department of co,
40070357,Locoregional Infusion of EGFR806-CAR T Cells for Recurrent or Refractory Pediatric CNS Tumors: Results of the Completed BrainChild02 Phase 1 Clinical Trial.,2025-03-12,Ashley L Wilson; Kristy Seidel; Jason Wendler; Sowmya Pattabhi; Christopher Brown; Stephanie D Rawlings-Rhea; Nadezhda Shtanukhina,"therapeutic cell production co; Seattle Children's Therapeutics, Seattle, Washington.",
40070347,Chinese Expert Consensus on the Diagnosis and Treatment of Inflammatory Myofibroblastic Tumor.,2025-03-01,Xiaoyan Si; Shafei Wu; Rui'e Feng; Xuan Wang; Hui Guan; Jia He; Xuan Zeng; Wei Song; Shanqing Li; Ke Hu; Zhiyong Liang; Fuquan Zhang; Li Huo; Xin Cheng; Wei Liu; Yong Liu; Xi Zhou; Tao Wang; Jing Zhao; Yan Xu; Xiaotong Zhang; Hanping Wang; Xiaoyan Liu; Mengzhao Wang; Xiaoxia Cui; Li Zhang; Kaifeng Xu,peking union medical co,
40070335,Advancements in Nanoparticle-Based Targeted Drug Delivery Systems for Breast Cancer.,2025-03-11,Manasi Nikam Jiwankar; Vidya Sabale,dadasaheb balpande co,
40070144,Characterization of the Cytotoxic Effect of Naphthalenacetamides Hydrochlorides on Cervical Cancer-Derived Cells.,2025-01-01,Francisco Javier Lopez-Munoz,colonia granjas co,
40070140,Benzimidazole Conjugates as Multi-target Anticancer Agents - A Comprehensive Review.,2025-01-01,R S Remya; N Ramalakshmi; M G Safiya Aaliya; W Blossom Concilia; S Fameetha Thasneem; S Rohini; N Narmadha,baid metha co,
40069935,The Combination of PARP and Topoisomerase 1 Inhibitors Improves Radiation Therapy for Ewing Sarcoma.,2025-03-11,Heather Sheppard,comparative pathology co,
40069922,Tumor-intrinsic and immune-related features associated with treatment failure in human papillomavirus-related oropharyngeal cancer.,2025-03-11,Iain M Morgan,philips institute for oral health research and massey co,
40069893,Post-marketing safety of elacestrant in breast cancer: a pharmacovigilance investigation using the FDA adverse event reporting system.,2025-03-11,Bin Song,"Shanxi Bethune Hospital, Shanxi Academy of Medical Sciences, Tongji Shanxi Hospital, Third Hospital of Shanxi Medical University, Taiyuan, Shanxi, 030032, China. songbintara@163.com.",
40069867,m,2025-03-11,Huijun Liu; Yueda Chen,"puyang medical co; Department of General Surgery, Zhongshan Hospital (Xiamen), Fudan University, No. 668, Jinhu Road, Huli District, Xiamen, 361006, China. yuedachenxm@163.com.",
40069783,CNV-mediated dysregulation of the ceRNA network mechanism revealed heterogeneity in diffuse and intestinal gastric cancers.,2025-03-11,Yue Gao,"College of Bioinformatics Science and Technology, Harbin Medical University, Harbin, 150081, China. gaoyue_hrm@163.com.",
40069781,RBM10 deficiency promotes brain metastasis by modulating sphingolipid metabolism in a BBB model of EGFR mutant lung adenocarcinoma.,2025-03-11,Lihua Shang; Dexin Jia,"Department of Medical Oncology, Harbin Medical University Cancer Hospital, Harbin, 150040, China. jiade_xin@126.com.; Department of Medical Oncology, Harbin Medical University Cancer Hospital, Harbin, 150040, China. shanglhsmile@163.com.",
40069763,"Molecular determinants of response to neoadjuvant pembrolizumab plus chemotherapy in patients with high-risk, early-stage, triple-negative breast cancer: exploratory analysis of the open-label, multicohort phase 1b KEYNOTE-173 study.",2025-03-11,Sung-Bae Kim; Joohyuk Sohn; Seock-Ah Im; Theodoros Foukakis; Jennifer Yearley; Anran Wang; Michael Nebozhyn; Lingkang Huang; Razvan Cristescu; Petar Jelinic; Vassiliki Karantza,karolinska co; merck; yonsei university co; seoul national university co; university of ulsan co,
40069750,USP10/XAB2/ANXA2 axis promotes DNA damage repair to enhance chemoresistance to oxaliplatin in colorectal cancer.,2025-03-11,Boyang Xu; Guanyu Yan; Mingjun Sun,"Department of Gastroenterology, The First Hospital of China Medical University, Shenyang, Liaoning, China. sunmjmw@163.com.; Department of Endoscopy, The First Hospital of China Medical University, Shenyang, Liaoning, China. xuboyang95@163.com.; Department of Endoscopy, The First Hospital of China Medical University, Shenyang, Liaoning, China. ydyy_ygy@163.com.",
40069710,"Efficacy and safety of cadonilimab (PD-1/CTLA-4 bispecific) in combination with chemotherapy in anti-PD-1-resistant recurrent or metastatic nasopharyngeal carcinoma: a single-arm, open-label, phase 2 trial.",2025-03-11,Guoying Liu,"Guangdong Provincial Key Laboratory of Malignant Tumor Epigenetics and Gene Regulation, Medical Research Center, Department of Oncology, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou, China. liugy0109@163.com.",
40069698,Potential biomarkers develop for predicting the prognosis of patients with esophageal squamous cell carcinoma after optimized chemoradiotherapy using serum metabolomics.,2025-03-11,Xiajun Zhang; Zhichao Fu,"Central Laboratory, Danyang People's Hospital of Jiangsu Province, Danyang, Jiangsu, 212300, P.R. China. zxj477658333@sina.com.; Department of Radiotherapy, 900 Hospital of the Joint Logistics Team, (Dongfang Hospital, Xiamen University), Fuzhou, Fujian, 350025, P.R. China. fauster1112@126.com.",
